customer_id,R_score,F_score,M_score,rfm_score,persona
9773-PEQBZ,1,2,2,122,Lost Customers
8644-XLFBW,1,1,1,111,Lost Customers
0650-BWOZN,2,2,3,223,Lost Customers
8625-AZYZY,1,3,4,134,At Risk
7785-RDVIG,3,1,1,311,About to Sleep
9602-WCXPI,5,4,3,543,Potential Loyalists
2903-YYTBW,2,1,1,211,Lost Customers
3620-MWJNE,2,1,1,211,Lost Customers
8573-JGCZW,4,2,2,422,About to Sleep
6837-HAEVO,3,5,5,355,Loyal Customers
6701-YVNQG,5,5,5,555,Champions
9306-CPCBC,1,1,1,111,Lost Customers
4304-XUMGI,5,4,4,544,Champions
9504-YAZWB,5,4,3,543,Potential Loyalists
8819-ZBYNA,4,4,5,445,Champions
6174-NRBTZ,4,4,3,443,Potential Loyalists
9481-IEBZY,2,5,5,255,At Risk
1833-VGRUM,1,1,1,111,Lost Customers
6137-NICCO,1,1,2,112,Lost Customers
9065-ZCPQX,5,5,5,555,Champions
6402-EJMWF,2,1,1,211,Lost Customers
3620-EHIMZ,5,4,3,543,Potential Loyalists
3213-VVOLG,3,1,1,311,About to Sleep
6870-ECSHE,4,1,1,411,About to Sleep
8747-UDCOI,5,5,3,553,Potential Loyalists
8374-XGEJJ,1,4,4,144,At Risk
2656-TABEH,1,1,2,112,Lost Customers
6946-LMSQS,2,3,4,234,At Risk
4626-OZDTJ,3,4,4,344,Loyal Customers
9169-BSVIN,2,2,2,222,Lost Customers
2325-ZUSFD,4,4,4,444,Champions
8194-PEEBY,5,3,2,532,Potential Loyalists
6872-HXFNF,4,5,4,454,Champions
3932-CMDTD,1,1,2,112,Lost Customers
7714-YXSMB,1,3,4,134,At Risk
8387-UGUSU,4,2,2,422,About to Sleep
1080-BWSYE,5,5,3,553,Potential Loyalists
4039-HEUNW,1,3,4,134,At Risk
1194-HVAIF,2,3,4,234,At Risk
0812-WUPTB,1,1,1,111,Lost Customers
3594-UVONA,4,3,4,434,Loyal Customers
0004-TLHLJ,1,1,2,112,Lost Customers
1767-TGTKO,2,2,2,222,Lost Customers
8439-LTUGF,3,2,1,321,About to Sleep
8805-JNRAZ,2,1,1,211,Lost Customers
5089-IFSDP,4,4,5,445,Champions
6418-HNFED,5,4,4,544,Champions
0206-OYVOC,5,4,2,542,Potential Loyalists
7291-CDTMJ,2,1,1,211,Lost Customers
7128-GGCNO,3,4,4,344,Loyal Customers
0237-YFUTL,2,4,5,245,At Risk
7691-KGKGP,4,4,4,444,Champions
6710-HSJRD,2,5,5,255,At Risk
3675-EQOZA,3,1,1,311,About to Sleep
0840-DCNZE,4,4,4,444,Champions
1732-FEKLD,3,4,5,345,Loyal Customers
9862-KJTYK,3,2,2,322,About to Sleep
0479-HMSWA,3,3,4,334,Loyal Customers
5854-KSRBJ,5,5,3,553,Potential Loyalists
0365-BZUWY,1,2,3,123,Lost Customers
4817-VYYWS,1,3,4,134,At Risk
5701-SVCWR,3,1,1,311,About to Sleep
3129-AAQOU,5,2,2,522,About to Sleep
4922-CVPDX,4,3,3,433,Potential Loyalists
1396-QWFBJ,2,3,3,233,At Risk
1357-BIJKI,2,4,5,245,At Risk
1099-BTKWT,3,5,4,354,Loyal Customers
5299-SJCZT,1,1,2,112,Lost Customers
2018-PZKMU,1,2,3,123,Lost Customers
7340-KEFQE,5,4,3,543,Potential Loyalists
4570-QHXHL,2,2,2,222,Lost Customers
2403-BCASL,2,4,5,245,At Risk
7392-YYPYJ,1,3,4,134,At Risk
2898-LSJGD,3,3,3,333,Potential Loyalists
2223-GDSHL,4,5,5,455,Champions
7359-PTSXY,1,1,1,111,Lost Customers
9470-RTWDV,3,3,4,334,Loyal Customers
2176-OSJUV,5,5,5,555,Champions
9348-YVOMK,2,1,1,211,Lost Customers
8104-OSKWT,2,2,3,223,Lost Customers
4521-YEEHE,1,2,3,123,Lost Customers
4090-KPJIP,1,1,1,111,Lost Customers
3786-WOVKF,3,5,5,355,Loyal Customers
4503-BDXBD,2,2,2,222,Lost Customers
6086-ESGRL,1,1,1,111,Lost Customers
2592-HODOV,4,2,1,421,About to Sleep
3886-CERTZ,3,5,5,355,Loyal Customers
7995-ZHHNZ,4,4,4,444,Champions
3824-RHKVR,4,2,2,422,About to Sleep
5816-SCGFC,3,2,2,322,About to Sleep
5989-AXPUC,4,5,5,455,Champions
4979-HPRFL,5,4,3,543,Potential Loyalists
8590-OHDIW,5,3,2,532,Potential Loyalists
8015-IHCGW,4,5,5,455,Champions
2332-TODQS,5,4,3,543,Potential Loyalists
9278-VZKCD,2,4,5,245,At Risk
8008-OTEZX,5,3,2,532,Potential Loyalists
2773-OVBPK,4,5,5,455,Champions
5999-LCXAO,2,1,1,211,Lost Customers
5206-XZZQI,3,4,4,344,Loyal Customers
4803-LBYPN,4,3,2,432,Potential Loyalists
5759-RCVCB,2,1,1,211,Lost Customers
6372-RFVNS,1,1,1,111,Lost Customers
2139-FQHLM,2,2,3,223,Lost Customers
8261-GWDBQ,4,4,5,445,Champions
1093-YSWCA,5,2,1,521,About to Sleep
8938-UMKPI,1,4,5,145,At Risk
0991-BRRFB,3,2,2,322,About to Sleep
3882-IYOIJ,4,4,5,445,Champions
8749-TZYEC,5,5,3,553,Potential Loyalists
1755-FZQEC,5,3,2,532,Potential Loyalists
3115-JPJDD,4,4,5,445,Champions
5600-KTXFM,1,1,1,111,Lost Customers
3871-IKPYH,1,1,1,111,Lost Customers
6319-IEJWJ,1,2,3,123,Lost Customers
9025-AOMKI,1,1,2,112,Lost Customers
6339-TBELP,4,5,5,455,Champions
7964-YESJC,3,3,3,333,Potential Loyalists
6173-GOLSU,2,5,5,255,At Risk
5275-SQEIZ,1,1,1,111,Lost Customers
7716-YTYHG,3,4,4,344,Loyal Customers
9938-ZREHM,4,3,4,434,Loyal Customers
7950-XWOVN,3,2,2,322,About to Sleep
4390-KYULV,3,1,1,311,About to Sleep
4647-MUZON,1,2,3,123,Lost Customers
9702-AIUJO,4,4,4,444,Champions
8849-PRIQJ,3,5,5,355,Loyal Customers
8851-RAGOV,4,3,3,433,Potential Loyalists
1304-NECVQ,1,1,1,111,Lost Customers
5396-IZEPB,4,2,1,421,About to Sleep
1729-VLAZJ,4,2,2,422,About to Sleep
8285-ABVLB,5,5,3,553,Potential Loyalists
0701-TJSEF,3,2,2,322,About to Sleep
5712-VBOXD,3,1,1,311,About to Sleep
6629-LADHQ,3,1,1,311,About to Sleep
8945-GRKHX,1,1,1,111,Lost Customers
1559-DTODC,2,2,2,222,Lost Customers
4797-MIWUM,3,2,1,321,About to Sleep
6959-UWKHF,1,1,1,111,Lost Customers
8720-RQSBJ,1,1,1,111,Lost Customers
4537-CIBHB,4,2,1,421,About to Sleep
3815-SLMEF,3,1,1,311,About to Sleep
5154-VEKBL,2,2,2,222,Lost Customers
4324-AHJKS,3,1,2,312,About to Sleep
4355-CVPVS,3,4,5,345,Loyal Customers
4495-LHSSK,3,2,3,323,About to Sleep
5655-JSMZM,1,4,5,145,At Risk
5915-ANOEI,5,5,5,555,Champions
9861-PDSZP,4,5,5,455,Champions
4505-EXZHB,1,1,2,112,Lost Customers
7225-CBZPL,1,2,3,123,Lost Customers
6704-UTUKK,2,3,3,233,At Risk
4587-VVTOX,1,1,2,112,Lost Customers
2019-HDCZY,3,5,5,355,Loyal Customers
4652-NNHNY,2,2,3,223,Lost Customers
8788-DOXSU,4,4,4,444,Champions
7404-JLKQG,2,1,1,211,Lost Customers
7421-ZLUPA,2,2,1,221,Lost Customers
8972-HJWNV,1,2,2,122,Lost Customers
3274-NSDWE,5,5,3,553,Potential Loyalists
2632-IVXVF,4,5,5,455,Champions
3692-JHONH,2,4,5,245,At Risk
8915-NNTRC,4,5,5,455,Champions
5914-GXMDA,5,3,2,532,Potential Loyalists
7463-IFMQU,5,5,3,553,Potential Loyalists
2920-RNCEZ,1,1,1,111,Lost Customers
2541-YGPKE,4,4,4,444,Champions
8515-OCTJS,5,3,2,532,Potential Loyalists
5382-TEMLV,4,4,4,444,Champions
3441-CGZJH,4,4,4,444,Champions
9592-ERDKV,4,3,4,434,Loyal Customers
2860-RANUS,1,2,3,123,Lost Customers
5261-QSHQM,1,1,1,111,Lost Customers
4778-IZARL,4,5,5,455,Champions
0432-CAJZV,1,1,1,111,Lost Customers
7008-LZVOZ,5,5,3,553,Potential Loyalists
8868-WOZGU,1,3,4,134,At Risk
1200-TUZHR,1,2,2,122,Lost Customers
9365-CSLBQ,5,5,3,553,Potential Loyalists
1334-FJSVR,1,1,1,111,Lost Customers
5884-FBCTL,5,5,3,553,Potential Loyalists
7130-CTCUS,3,2,2,322,About to Sleep
6242-FEGFD,5,5,5,555,Champions
7625-XCQRH,1,2,2,122,Lost Customers
6194-HBGQN,4,4,4,444,Champions
7634-WSWDB,2,2,2,222,Lost Customers
6986-IXNDM,1,2,3,123,Lost Customers
1731-TVIUK,1,1,2,112,Lost Customers
2987-BJXIK,5,5,5,555,Champions
9769-TSBZE,5,5,5,555,Champions
0406-BPDVR,2,4,5,245,At Risk
0618-XWMSS,3,3,4,334,Loyal Customers
1395-WSWXR,5,3,2,532,Potential Loyalists
6023-GSSXW,5,5,4,554,Champions
6752-APNJL,4,4,4,444,Champions
5276-KQWHG,1,1,1,111,Lost Customers
0420-HLGXF,1,3,4,134,At Risk
7446-KQISO,4,4,5,445,Champions
9823-EALYC,5,5,5,555,Champions
0582-AVCLN,5,3,2,532,Potential Loyalists
5803-NQJZO,5,5,5,555,Champions
2565-JSLRY,2,1,1,211,Lost Customers
2607-DHDAK,5,5,3,553,Potential Loyalists
1073-XXCZD,5,4,3,543,Potential Loyalists
0743-HRVFF,3,4,4,344,Loyal Customers
4006-HKYHO,5,5,5,555,Champions
3727-JEZTU,3,1,1,311,About to Sleep
8143-ETQTI,5,3,2,532,Potential Loyalists
6689-KXGBO,2,1,1,211,Lost Customers
9667-TKTVZ,2,1,1,211,Lost Customers
3657-COGMW,2,4,5,245,At Risk
8570-KLJYJ,4,3,3,433,Potential Loyalists
7754-IXRMC,2,1,1,211,Lost Customers
9473-CBZOP,4,3,3,433,Potential Loyalists
2969-WGHQO,3,2,2,322,About to Sleep
6615-NGGZJ,1,2,3,123,Lost Customers
4334-HOWRP,5,5,5,555,Champions
4255-DDUOU,3,1,1,311,About to Sleep
5863-OOKCL,4,2,1,421,About to Sleep
1686-STUHN,5,4,2,542,Potential Loyalists
1329-VHWNP,2,2,1,221,Lost Customers
2984-MIIZL,1,1,2,112,Lost Customers
0266-GMEAO,4,5,5,455,Champions
5590-YRFJT,2,2,2,222,Lost Customers
5574-NXZIU,5,5,5,555,Champions
0019-GFNTW,5,4,4,544,Champions
4256-ZWTZI,3,1,2,312,About to Sleep
8309-PPCED,4,5,5,455,Champions
4098-NAUKP,2,5,5,255,At Risk
5196-WPYOW,5,5,4,554,Champions
4608-LCIMN,3,2,2,322,About to Sleep
1485-YDHMM,2,4,5,245,At Risk
4054-CUMIA,4,2,2,422,About to Sleep
0603-TPMIB,5,4,3,543,Potential Loyalists
2525-GVKQU,5,4,3,543,Potential Loyalists
8161-QYMTT,1,2,2,122,Lost Customers
9581-GVBXT,4,4,3,443,Potential Loyalists
5862-BRIXZ,4,4,4,444,Champions
5404-GGUKR,2,1,1,211,Lost Customers
3308-JSGML,4,4,4,444,Champions
2126-GSEGL,4,5,5,455,Champions
3677-TNKIO,2,2,2,222,Lost Customers
0440-QEXBZ,3,4,4,344,Loyal Customers
2434-EEVDB,4,5,5,455,Champions
6762-QVYJO,5,4,4,544,Champions
6199-IWKGC,2,4,5,245,At Risk
2675-DHUTR,1,4,5,145,At Risk
8152-VETUR,4,5,5,455,Champions
9667-EQRXU,2,3,3,233,At Risk
7446-YPODE,3,2,2,322,About to Sleep
9522-BNTHX,2,3,3,233,At Risk
4676-WLUHT,5,4,4,544,Champions
3329-WDIOK,1,1,1,111,Lost Customers
7980-MHFLQ,5,5,3,553,Potential Loyalists
2873-ZLIWT,2,3,4,234,At Risk
3415-TAILE,2,1,1,211,Lost Customers
0757-WCUUZ,5,4,4,544,Champions
1629-DQQVB,3,2,2,322,About to Sleep
1915-IOFGU,1,1,1,111,Lost Customers
3045-XETSH,1,2,3,123,Lost Customers
0374-AACSZ,2,1,1,211,Lost Customers
7239-HZZCX,3,1,1,311,About to Sleep
4872-VXRIL,4,4,4,444,Champions
9140-CZQZZ,5,5,5,555,Champions
3423-HHXAO,4,2,2,422,About to Sleep
9938-TKDGL,4,5,5,455,Champions
0531-ZZJWQ,2,4,4,244,At Risk
6537-QLGEX,2,2,2,222,Lost Customers
2688-BHGOG,1,2,2,122,Lost Customers
7683-CBDKJ,3,2,2,322,About to Sleep
0946-CLJTI,1,4,5,145,At Risk
3160-TYXLT,3,4,4,344,Loyal Customers
1325-USMEC,4,5,5,455,Champions
0916-QOFDP,1,2,3,123,Lost Customers
0628-CNQRM,4,3,3,433,Potential Loyalists
5606-AMZBO,2,2,2,222,Lost Customers
6199-IPCAO,5,3,2,532,Potential Loyalists
7665-TOALD,1,1,1,111,Lost Customers
0112-QWPNC,4,4,4,444,Champions
0324-BRPCJ,2,5,5,255,At Risk
2777-PHDEI,1,1,1,111,Lost Customers
5640-CAXOA,3,3,3,333,Potential Loyalists
2235-EZAIK,5,5,5,555,Champions
3847-BAERP,3,2,1,321,About to Sleep
1196-AMORA,1,2,2,122,Lost Customers
4282-YMKNA,1,2,2,122,Lost Customers
1453-RZFON,2,1,1,211,Lost Customers
8263-OKETD,3,2,3,323,About to Sleep
0670-KDOMA,2,1,1,211,Lost Customers
2476-YGEFM,2,3,4,234,At Risk
8687-BAFGU,1,1,1,111,Lost Customers
0641-EVBOJ,2,1,1,211,Lost Customers
0829-XXPLX,2,2,3,223,Lost Customers
9974-JFBHQ,3,5,5,355,Loyal Customers
5356-RHIPP,2,1,1,211,Lost Customers
6624-JDRDS,2,1,1,211,Lost Customers
0608-JDVEC,5,4,3,543,Potential Loyalists
9780-FKVVF,2,1,2,212,Lost Customers
1919-RTPQD,3,2,2,322,About to Sleep
5214-NLTIT,4,5,5,455,Champions
3345-PBBFH,3,2,2,322,About to Sleep
5055-BRMNE,4,5,5,455,Champions
9189-JWSHV,1,3,4,134,At Risk
2190-PHBHR,4,5,5,455,Champions
2650-GYRYL,5,3,2,532,Potential Loyalists
0746-JTRFU,1,1,1,111,Lost Customers
5208-FVQKB,5,5,5,555,Champions
7184-LRUUR,4,3,3,433,Potential Loyalists
6627-CFOSN,2,4,5,245,At Risk
3982-JGSFD,4,3,2,432,Potential Loyalists
1574-DYCWE,5,4,3,543,Potential Loyalists
7247-XOZPB,4,4,4,444,Champions
2466-FCCPT,5,2,2,522,About to Sleep
6211-WWLTF,4,5,5,455,Champions
4826-TZEVA,3,3,4,334,Loyal Customers
6016-NXBNJ,4,3,2,432,Potential Loyalists
9138-EFSMO,3,3,3,333,Potential Loyalists
0576-WNXXC,1,3,4,134,At Risk
4632-XJMEX,5,4,4,544,Champions
8910-LEDAG,3,3,4,334,Loyal Customers
3452-GWUIN,1,2,3,123,Lost Customers
2716-GFZOR,3,4,4,344,Loyal Customers
3724-UCSHY,4,1,1,411,About to Sleep
8626-XHBIE,5,4,3,543,Potential Loyalists
4628-CTTLA,3,4,4,344,Loyal Customers
3192-LNKRK,2,3,4,234,At Risk
4439-YRNVD,3,2,2,322,About to Sleep
2876-VBBBL,2,1,1,211,Lost Customers
6834-NXDCA,2,2,2,222,Lost Customers
2208-UGTGR,2,4,5,245,At Risk
3005-TYFRD,2,4,5,245,At Risk
8670-MEFCP,5,3,4,534,Loyal Customers
3079-BCHLN,5,4,3,543,Potential Loyalists
7777-UNYHB,4,2,1,421,About to Sleep
5597-GLBUC,1,1,1,111,Lost Customers
7278-CKDNC,2,3,4,234,At Risk
2748-MYRVK,3,5,5,355,Loyal Customers
8450-UYIBU,2,3,3,233,At Risk
2969-VAPYH,5,5,4,554,Champions
4822-YCXMX,1,3,3,133,At Risk
7181-OQCUT,2,3,4,234,At Risk
8474-UMLNT,3,2,2,322,About to Sleep
9821-POOTN,2,3,4,234,At Risk
3836-FZSDJ,5,5,3,553,Potential Loyalists
9142-XMYJH,4,3,2,432,Potential Loyalists
6559-ILWKJ,4,5,4,454,Champions
0187-QSXOE,1,2,2,122,Lost Customers
7733-UDMTP,2,4,4,244,At Risk
2649-HWLYB,5,5,5,555,Champions
5214-CHIWJ,5,3,2,532,Potential Loyalists
4229-CZMLL,1,1,2,112,Lost Customers
6904-JLBGY,4,5,5,455,Champions
2465-BLLEU,2,1,1,211,Lost Customers
1685-VAYJF,3,2,2,322,About to Sleep
8874-EJNSR,5,3,3,533,Potential Loyalists
6917-YACBP,2,4,5,245,At Risk
5049-MUBWG,4,3,3,433,Potential Loyalists
4223-WOZCM,2,1,1,211,Lost Customers
0769-MURVM,5,5,5,555,Champions
9253-VIFJQ,5,5,4,554,Champions
7030-FZTFM,4,5,5,455,Champions
9741-YLNTD,1,1,2,112,Lost Customers
5917-RYRMG,5,3,2,532,Potential Loyalists
5120-ZBLAI,3,4,4,344,Loyal Customers
1194-BHJYC,5,5,4,554,Champions
3663-MITLP,1,2,3,123,Lost Customers
0906-QVPMS,4,5,5,455,Champions
9025-ZRPVR,3,2,1,321,About to Sleep
1905-OEILC,3,1,1,311,About to Sleep
7858-GTZSP,1,2,3,123,Lost Customers
3285-UCQVC,3,3,3,333,Potential Loyalists
6248-BSHKG,5,5,3,553,Potential Loyalists
4685-TFLLS,4,2,2,422,About to Sleep
3470-BTGQO,3,3,3,333,Potential Loyalists
1209-VFFOC,5,5,4,554,Champions
8224-DWCKX,1,2,2,122,Lost Customers
5482-PLVPE,1,1,1,111,Lost Customers
4553-DVPZG,2,5,5,255,At Risk
4902-OHLSK,2,3,4,234,At Risk
6917-IAYHD,2,1,1,211,Lost Customers
0495-ZBNGW,1,1,2,112,Lost Customers
8620-RJPZN,2,1,1,211,Lost Customers
7572-KPVKK,4,5,5,455,Champions
2642-MAWLJ,5,3,2,532,Potential Loyalists
2357-COQEK,1,3,4,134,At Risk
7103-ZGVNT,5,5,5,555,Champions
3737-GCSPV,2,2,3,223,Lost Customers
2027-WKXMW,2,5,5,255,At Risk
7137-NAXML,4,3,2,432,Potential Loyalists
2428-ZMCTB,4,2,1,421,About to Sleep
2961-VNFKL,5,5,3,553,Potential Loyalists
1768-HNVGJ,3,4,4,344,Loyal Customers
6963-KQYQB,5,5,3,553,Potential Loyalists
5934-RMPOV,1,3,3,133,At Risk
1207-BLKSA,5,4,3,543,Potential Loyalists
4088-YLDSU,2,4,5,245,At Risk
8316-BBQAY,5,5,4,554,Champions
1166-PQLGG,5,5,3,553,Potential Loyalists
3146-JTQHR,4,2,1,421,About to Sleep
4291-YZODP,4,2,1,421,About to Sleep
4395-PZMSN,1,1,2,112,Lost Customers
6427-FEFIG,4,3,3,433,Potential Loyalists
0017-IUDMW,4,5,5,455,Champions
8706-HRADD,3,3,3,333,Potential Loyalists
9955-QOPOY,4,5,4,454,Champions
4385-ZKVNW,4,4,4,444,Champions
5446-DKWYW,3,5,4,354,Loyal Customers
2034-CGRHZ,1,3,4,134,At Risk
5797-APWZC,1,1,1,111,Lost Customers
3683-QKIUE,3,1,2,312,About to Sleep
4228-ZGYUW,1,1,2,112,Lost Customers
9031-ZVQPT,4,5,5,455,Champions
2990-IAJSV,5,5,5,555,Champions
8107-KNCIM,1,2,3,123,Lost Customers
9027-YFHQJ,3,2,1,321,About to Sleep
5176-LDKUH,3,4,4,344,Loyal Customers
4644-OBGFZ,5,4,3,543,Potential Loyalists
7926-IJOOU,3,1,1,311,About to Sleep
6480-YAGIY,4,4,5,445,Champions
4029-HPFVY,1,1,1,111,Lost Customers
7602-DBTOU,5,5,3,553,Potential Loyalists
5345-BMKWB,3,2,1,321,About to Sleep
3519-ZKXGG,1,1,1,111,Lost Customers
5457-COLHT,5,5,5,555,Champions
6416-TVAIH,1,1,1,111,Lost Customers
5451-YHYPW,4,5,5,455,Champions
5108-ADXWO,2,2,2,222,Lost Customers
7998-WNZEM,5,5,5,555,Champions
3066-RRJIO,1,1,1,111,Lost Customers
4664-NJCMS,4,3,3,433,Potential Loyalists
0307-BCOPK,4,2,2,422,About to Sleep
7629-WFGLW,3,4,5,345,Loyal Customers
2542-HYGIQ,3,1,1,311,About to Sleep
6715-OFDBP,1,1,2,112,Lost Customers
5016-LIPDW,5,4,3,543,Potential Loyalists
6481-LXPWL,4,4,3,443,Potential Loyalists
1567-DSCIC,1,2,2,122,Lost Customers
2150-UWTFY,4,3,3,433,Potential Loyalists
6124-ACRHJ,3,1,1,311,About to Sleep
9362-MWODR,4,3,4,434,Loyal Customers
9975-GPKZU,5,4,2,542,Potential Loyalists
9625-RZFUK,5,5,3,553,Potential Loyalists
5153-LXKDT,4,5,5,455,Champions
5161-UBZXI,4,5,5,455,Champions
1020-JPQOW,3,4,5,345,Loyal Customers
7919-ZODZZ,3,2,2,322,About to Sleep
0565-JUPYD,4,5,5,455,Champions
6867-ACCZI,4,3,3,433,Potential Loyalists
5939-XAIXZ,3,2,3,323,About to Sleep
9054-FOWNV,1,3,3,133,At Risk
2683-BPJSO,2,3,4,234,At Risk
2157-MXBJS,3,2,3,323,About to Sleep
8207-VVMYB,5,5,3,553,Potential Loyalists
9732-EQMWY,2,4,5,245,At Risk
9360-AHGNL,3,4,5,345,Loyal Customers
1087-UDSIH,3,1,1,311,About to Sleep
5269-NRGDP,4,4,4,444,Champions
6195-MELTI,4,4,4,444,Champions
5485-WUYWF,2,1,1,211,Lost Customers
2121-JAFOM,4,5,5,455,Champions
8818-DOPVL,1,4,5,145,At Risk
2632-UCGVD,2,5,5,255,At Risk
5445-PZWGX,4,5,5,455,Champions
1227-UDMZR,5,5,5,555,Champions
5198-HQAEN,3,3,4,334,Loyal Customers
9170-CCKOU,2,2,3,223,Lost Customers
2167-FQSTQ,5,5,5,555,Champions
2819-GWENI,5,3,2,532,Potential Loyalists
1043-YCUTE,5,4,3,543,Potential Loyalists
3814-MLAXC,2,3,4,234,At Risk
3572-UUHRS,5,4,2,542,Potential Loyalists
2692-PFYTJ,2,1,1,211,Lost Customers
1226-UDFZR,2,1,1,211,Lost Customers
5955-EPOAZ,3,1,1,311,About to Sleep
6821-JPCDC,2,4,5,245,At Risk
8815-LMFLX,4,3,2,432,Potential Loyalists
9135-HSWOC,5,5,3,553,Potential Loyalists
8582-KRHPJ,3,4,3,343,Potential Loyalists
5811-IWXYM,3,4,5,345,Loyal Customers
7044-YAACC,1,1,2,112,Lost Customers
8189-XRIKE,2,3,4,234,At Risk
1506-YJTYT,5,4,4,544,Champions
4123-DVHPH,1,2,2,122,Lost Customers
6425-YQLLO,3,5,5,355,Loyal Customers
5442-UTCVD,1,1,1,111,Lost Customers
2228-BZDEE,5,4,3,543,Potential Loyalists
7734-DBOAI,1,1,1,111,Lost Customers
2789-CZANW,4,5,5,455,Champions
2091-RFFBA,2,3,4,234,At Risk
2114-MGINA,1,2,3,123,Lost Customers
7596-LDUXP,3,2,3,323,About to Sleep
3740-RLMVT,5,5,4,554,Champions
4489-SNOJF,3,3,4,334,Loyal Customers
2192-OZITF,5,4,4,544,Champions
5651-CPDND,3,2,2,322,About to Sleep
2186-QZEYA,3,3,3,333,Potential Loyalists
1131-ALZWV,4,3,2,432,Potential Loyalists
7729-XBTWX,5,5,3,553,Potential Loyalists
9134-WYRVP,4,4,4,444,Champions
3284-SVCRO,5,4,3,543,Potential Loyalists
9732-OUYRN,5,4,2,542,Potential Loyalists
0559-CKHUS,5,3,2,532,Potential Loyalists
2931-SVLTV,2,3,4,234,At Risk
6899-PPEEA,1,3,4,134,At Risk
7504-UWHNB,2,3,3,233,At Risk
2582-FFFZR,2,3,3,233,At Risk
8908-NMQTX,5,5,5,555,Champions
2187-LZGPL,2,2,2,222,Lost Customers
1431-AIDJQ,5,3,4,534,Loyal Customers
6288-LBEAR,3,3,3,333,Potential Loyalists
4597-NUCQV,1,3,4,134,At Risk
9019-QVLZD,1,1,1,111,Lost Customers
8413-YNHNV,5,5,5,555,Champions
5808-TOTXO,4,1,1,411,About to Sleep
4369-NYSCF,4,4,4,444,Champions
6333-YDVLT,3,5,5,355,Loyal Customers
5324-KTGCG,5,5,3,553,Potential Loyalists
5599-HVLTW,1,2,3,123,Lost Customers
7394-LWLYN,1,1,1,111,Lost Customers
3707-LRWZD,3,3,4,334,Loyal Customers
6873-UDNLD,3,3,4,334,Loyal Customers
2700-LUEVA,3,1,1,311,About to Sleep
1455-ESIQH,1,1,1,111,Lost Customers
0958-YHXGP,2,2,2,222,Lost Customers
1101-SSWAG,2,2,2,222,Lost Customers
2979-SXESE,2,2,3,223,Lost Customers
4013-TLDHQ,2,2,3,223,Lost Customers
5743-KHMNA,5,5,3,553,Potential Loyalists
4194-FJARJ,5,4,4,544,Champions
5325-UWTWJ,3,3,4,334,Loyal Customers
3969-GYXEL,2,2,2,222,Lost Customers
9208-OLGAQ,1,2,3,123,Lost Customers
3244-CQPHU,4,5,5,455,Champions
2674-MLXMN,2,5,5,255,At Risk
9708-HPXWZ,2,1,1,211,Lost Customers
6992-TKNYO,4,3,4,434,Loyal Customers
4468-YDOVK,3,1,1,311,About to Sleep
3754-DXMRT,1,1,1,111,Lost Customers
5792-JALQC,5,4,4,544,Champions
7130-VTEWQ,1,2,2,122,Lost Customers
2200-DSAAL,4,5,5,455,Champions
4302-ZYFEL,5,5,3,553,Potential Loyalists
9351-LZYGF,4,4,4,444,Champions
4366-CTOUZ,4,4,5,445,Champions
6121-VZNQB,2,1,1,211,Lost Customers
7903-CMPEY,1,1,1,111,Lost Customers
1518-OMDIK,3,3,3,333,Potential Loyalists
6671-NGWON,4,2,1,421,About to Sleep
0595-ITUDF,3,5,5,355,Loyal Customers
6996-KNSML,1,1,1,111,Lost Customers
1955-IBMMB,5,4,3,543,Potential Loyalists
0096-BXERS,2,1,2,212,Lost Customers
3806-YAZOV,3,1,1,311,About to Sleep
7998-ZLXWN,4,2,2,422,About to Sleep
6253-WRFHY,3,2,2,322,About to Sleep
9133-AYJZG,1,3,4,134,At Risk
2675-OTVVJ,2,3,4,234,At Risk
8680-CGLTP,4,3,3,433,Potential Loyalists
8430-TWCBX,5,4,3,543,Potential Loyalists
5018-GWURO,2,4,5,245,At Risk
6741-QRLUP,5,5,5,555,Champions
4737-HOBAX,5,5,5,555,Champions
0537-QYZZN,2,3,3,233,At Risk
3340-QBBFM,4,3,3,433,Potential Loyalists
1704-NRWYE,1,2,2,122,Lost Customers
2592-SEIFQ,1,1,1,111,Lost Customers
8200-KLNYW,4,3,3,433,Potential Loyalists
3372-CDXFJ,4,2,2,422,About to Sleep
4781-ZXYGU,2,1,1,211,Lost Customers
7632-YUTXB,5,3,2,532,Potential Loyalists
2718-YSKCS,5,5,3,553,Potential Loyalists
9896-UYMIE,3,5,5,355,Loyal Customers
0853-NWIFK,3,4,5,345,Loyal Customers
8212-CRQXP,2,3,3,233,At Risk
6980-CDGFC,5,5,3,553,Potential Loyalists
7691-XVTZH,4,5,5,455,Champions
2520-SGTTA,3,1,1,311,About to Sleep
7481-ATQQS,2,4,5,245,At Risk
2277-VWCNI,2,1,1,211,Lost Customers
1088-CNNKB,4,5,5,455,Champions
8642-GVWRF,1,1,1,111,Lost Customers
1930-BZLHI,4,3,2,432,Potential Loyalists
3400-ESFUW,5,4,4,544,Champions
5868-YTYKS,3,1,1,311,About to Sleep
3525-DVKFN,5,2,2,522,About to Sleep
1482-OXZSY,2,3,4,234,At Risk
0377-JBKKT,4,3,3,433,Potential Loyalists
5778-BVOFB,3,2,2,322,About to Sleep
3373-YZZYM,3,1,1,311,About to Sleep
2057-ZBLPD,1,3,3,133,At Risk
0228-MAUWC,3,2,3,323,About to Sleep
